product_category,order_month,monthly_revenue,monthly_orders,avg_review_score
food,2017-04,491.3,8,4.25
food,2017-05,387.9,3,3.333
food,2017-06,149.9,1,5.0
food,2017-07,674.06,7,5.0
food,2017-08,522.5,8,4.75
food,2017-09,992.92,13,4.538
food,2017-10,683.12,11,4.727
food,2017-11,498.09,10,4.3
food,2017-12,768.43,10,4.5
food,2018-01,829.56,18,3.778
food,2018-02,1783.52,30,4.033
food,2018-03,1559.9,33,3.818
food,2018-04,1558.97,34,4.382
food,2018-05,1374.13,34,4.441
food,2018-06,1371.18,24,4.042
food,2018-07,3426.37,58,4.31
food,2018-08,7930.28,100,4.56
food_drink,2017-03,85.8,4,5.0
food_drink,2017-04,47.9,2,3.5
food_drink,2017-05,345.49,10,4.7
food_drink,2017-06,57.4,2,5.0
food_drink,2017-07,148.3,6,4.5
food_drink,2017-08,455.82,11,4.636
food_drink,2017-09,287.46,5,3.6
food_drink,2017-10,2297.23,15,4.867
food_drink,2017-11,2445.57,28,3.929
food_drink,2017-12,1033.68,18,4.722
food_drink,2018-01,341.17,10,4.4
food_drink,2018-02,1018.3,20,4.2
food_drink,2018-03,2299.77,16,4.375
food_drink,2018-04,605.07,16,4.5
food_drink,2018-05,1239.44,15,4.867
food_drink,2018-06,293.85,9,3.667
food_drink,2018-07,778.73,14,4.643
food_drink,2018-08,1028.61,16,4.75
furniture_bedroom,2017-01,73.2,8,5.0
furniture_bedroom,2017-02,450.0,1,5.0
furniture_bedroom,2017-04,628.98,3,2.0
furniture_bedroom,2017-05,2369.97,6,4.333
furniture_bedroom,2017-06,308.99,2,5.0
furniture_bedroom,2017-07,1077.99,4,4.25
furniture_bedroom,2017-08,618.0,3,4.667
furniture_bedroom,2017-09,709.6,3,5.0
furniture_bedroom,2017-10,943.9,3,4.667
furniture_bedroom,2017-11,873.0,3,3.333
furniture_bedroom,2017-12,185.0,1,5.0
furniture_bedroom,2018-01,734.9,4,3.75
furniture_bedroom,2018-02,895.8,6,4.833
furniture_bedroom,2018-03,1071.8,6,4.167
furniture_bedroom,2018-04,1301.9,6,4.167
furniture_bedroom,2018-05,1484.98,5,4.2
furniture_bedroom,2018-06,1292.89,7,4.143
furniture_bedroom,2018-07,1386.9,7,4.0
furniture_bedroom,2018-08,2197.0,10,4.5
furniture_decor,2016-10,5570.31,47,3.851
furniture_decor,2017-01,12782.88,130,4.019
furniture_decor,2017-02,19814.22,209,4.01
furniture_decor,2017-03,21932.57,250,4.072
furniture_decor,2017-04,18719.53,159,4.044
furniture_decor,2017-05,21975.6,219,4.03
furniture_decor,2017-06,16591.39,175,4.297
furniture_decor,2017-07,23389.14,237,4.171
furniture_decor,2017-08,32438.48,310,4.158
furniture_decor,2017-09,30142.6,262,4.24
furniture_decor,2017-10,29819.69,262,4.088
furniture_decor,2017-11,61887.31,527,3.754
furniture_decor,2017-12,31028.75,297,4.084
furniture_decor,2018-01,53171.5,460,4.067
furniture_decor,2018-02,37734.13,327,3.752
furniture_decor,2018-03,51457.31,421,3.728
furniture_decor,2018-04,56053.42,452,4.212
furniture_decor,2018-05,52879.59,447,4.206
furniture_decor,2018-06,42618.26,306,4.19
furniture_decor,2018-07,45817.44,334,4.425
furniture_decor,2018-08,44421.21,334,4.284
furniture_living_room,2017-01,1241.9,8,4.75
furniture_living_room,2017-02,3079.74,11,4.0
furniture_living_room,2017-03,3220.03,16,4.188
furniture_living_room,2017-04,2073.34,11,4.0
furniture_living_room,2017-05,4381.46,26,3.692
furniture_living_room,2017-06,1713.3,12,4.583
furniture_living_room,2017-07,3826.12,26,4.231
furniture_living_room,2017-08,2398.17,20,4.25
furniture_living_room,2017-09,1275.87,11,4.545
furniture_living_room,2017-10,1532.79,13,4.462
furniture_living_room,2017-11,5533.15,27,4.111
furniture_living_room,2017-12,2261.11,15,4.2
furniture_living_room,2018-01,2485.04,22,4.409
furniture_living_room,2018-02,4402.78,19,3.737
furniture_living_room,2018-03,3521.87,19,3.526
furniture_living_room,2018-04,4933.83,22,3.045
furniture_living_room,2018-05,2890.98,13,4.077
furniture_living_room,2018-06,3611.52,27,4.407
furniture_living_room,2018-07,6059.65,46,4.348
furniture_living_room,2018-08,5290.33,37,3.892
furniture_mattress_and_upholstery,2017-04,109.4,1,4.0
furniture_mattress_and_upholstery,2017-05,595.89,3,3.667
furniture_mattress_and_upholstery,2017-07,109.4,1,1.0
furniture_mattress_and_upholstery,2017-08,509.39,2,4.5
furniture_mattress_and_upholstery,2017-09,86.5,1,5.0
furniture_mattress_and_upholstery,2017-11,334.0,2,3.0
furniture_mattress_and_upholstery,2017-12,803.7,8,4.5
furniture_mattress_and_upholstery,2018-01,860.5,9,4.333
furniture_mattress_and_upholstery,2018-02,344.7,5,3.0
furniture_mattress_and_upholstery,2018-03,440.0,4,3.75
furniture_mattress_and_upholstery,2018-07,129.9,1,3.0
garden_tools,2016-10,1359.88,5,4.2
garden_tools,2017-01,7466.95,36,3.667
garden_tools,2017-02,11684.72,59,4.068
garden_tools,2017-03,22120.76,115,4.061
garden_tools,2017-04,17731.83,93,4.183
garden_tools,2017-05,20087.77,118,4.254
garden_tools,2017-06,15309.09,97,4.371
garden_tools,2017-07,18505.14,151,4.318
garden_tools,2017-08,23900.81,194,4.433
garden_tools,2017-09,22148.71,173,4.434
garden_tools,2017-10,26352.95,212,4.302
garden_tools,2017-11,45009.47,427,3.975
garden_tools,2017-12,26782.83,239,4.092
garden_tools,2018-01,27089.6,201,4.244
garden_tools,2018-02,26253.13,228,3.853
garden_tools,2018-03,26725.35,195,3.874
garden_tools,2018-04,34663.05,227,4.256
garden_tools,2018-05,38109.04,223,4.316
garden_tools,2018-06,17988.82,146,4.363
garden_tools,2018-07,25985.81,152,4.421
garden_tools,2018-08,16520.38,116,4.405
health_beauty,2016-09,134.97,1,1.0
health_beauty,2016-10,3439.25,36,3.806
health_beauty,2017-01,12016.54,78,4.141
health_beauty,2017-02,21979.72,142,4.254
health_beauty,2017-03,25002.55,189,4.312
health_beauty,2017-04,22103.35,166,4.187
health_beauty,2017-05,46008.16,259,4.259
health_beauty,2017-06,31572.02,230,4.326
health_beauty,2017-07,34228.89,269,4.178
health_beauty,2017-08,47713.51,333,4.312
health_beauty,2017-09,49745.69,352,4.236
health_beauty,2017-10,40435.29,320,4.292
health_beauty,2017-11,78207.83,518,4.163
health_beauty,2017-12,60268.64,421,4.209
health_beauty,2018-01,70850.82,557,4.21
health_beauty,2018-02,83407.0,590,4.081
health_beauty,2018-03,83477.94,600,3.768
health_beauty,2018-04,91014.45,610,4.256
health_beauty,2018-05,94777.39,663,4.287
health_beauty,2018-06,106588.68,782,4.434
health_beauty,2018-07,103188.91,692,4.283
health_beauty,2018-08,119244.46,760,4.417
home_appliances,2017-02,740.9,7,4.143
home_appliances,2017-03,313.3,9,4.222
home_appliances,2017-04,499.4,9,4.333
home_appliances,2017-05,1912.79,28,4.714
home_appliances,2017-06,2507.19,42,3.869
home_appliances,2017-07,3671.99,37,4.162
home_appliances,2017-08,3921.35,42,4.25
home_appliances,2017-09,1820.19,10,4.4
home_appliances,2017-10,1837.68,7,4.857
home_appliances,2017-11,4515.94,25,3.8
home_appliances,2017-12,1331.0,16,4.188
home_appliances,2018-01,1725.15,26,4.269
home_appliances,2018-02,5542.45,47,4.284
home_appliances,2018-03,9781.59,69,3.957
home_appliances,2018-04,15019.63,104,4.149
home_appliances,2018-05,6149.67,63,4.071
home_appliances,2018-06,5830.38,65,4.415
home_appliances,2018-07,5046.18,76,4.421
home_appliances,2018-08,6443.85,62,4.315
home_appliances_2,2017-01,1706.88,5,4.6
home_appliances_2,2017-02,15.99,1,5.0
home_appliances_2,2017-03,500.9,2,4.0
home_appliances_2,2017-04,799.8,2,2.5
home_appliances_2,2017-05,1306.05,7,4.286
home_appliances_2,2017-06,1213.87,6,3.5
home_appliances_2,2017-07,1033.99,7,3.429
home_appliances_2,2017-08,3686.55,15,4.667
home_appliances_2,2017-09,1669.7,6,4.667
home_appliances_2,2017-10,2104.27,9,3.333
home_appliances_2,2017-11,4854.93,13,3.538
home_appliances_2,2017-12,1990.16,8,4.125
home_appliances_2,2018-01,8630.1,12,4.333
home_appliances_2,2018-02,8998.83,21,3.905
home_appliances_2,2018-03,5648.2,12,4.083
home_appliances_2,2018-04,20741.69,23,4.478
home_appliances_2,2018-05,14441.24,23,4.261
home_appliances_2,2018-06,8312.72,18,4.722
home_appliances_2,2018-07,12597.32,22,4.136
home_appliances_2,2018-08,7532.76,14,3.929
home_comfort_2,2017-01,72.8,2,4.5
home_comfort_2,2017-03,342.88,3,4.667
home_comfort_2,2017-04,12.9,1,5.0
home_comfort_2,2017-06,12.9,1,5.0
home_comfort_2,2017-07,12.9,1,4.0
home_comfort_2,2017-08,25.8,1,5.0
home_comfort_2,2017-09,12.9,1,3.0
home_comfort_2,2017-10,25.8,2,5.0
home_comfort_2,2017-11,38.7,3,3.667
home_comfort_2,2018-02,38.7,2,1.5
home_comfort_2,2018-03,34.99,1,5.0
home_comfort_2,2018-06,25.8,1,1.0
home_comfort_2,2018-07,38.7,2,3.5
home_confort,2017-02,414.66,3,3.0
home_confort,2017-03,2413.1,12,3.75
home_confort,2017-04,2142.1,15,4.2
home_confort,2017-05,5293.87,32,3.469
home_confort,2017-06,2886.99,16,3.938
home_confort,2017-07,5362.14,36,3.75
home_confort,2017-08,3371.89,22,4.409
home_confort,2017-09,4748.74,25,4.36
home_confort,2017-10,3943.75,26,4.038
home_confort,2017-11,5815.38,37,3.297
home_confort,2017-12,2035.6,13,3.846
home_confort,2018-01,3311.81,18,4.111
home_confort,2018-02,3071.76,20,3.9
home_confort,2018-03,2641.18,21,3.333
home_confort,2018-04,1849.5,14,4.0
home_confort,2018-05,2702.8,17,3.882
home_confort,2018-06,2546.29,16,4.313
home_confort,2018-07,3006.25,23,4.261
home_confort,2018-08,2241.28,15,4.6
home_construction,2017-02,695.6,3,5.0
home_construction,2017-03,591.96,5,3.6
home_construction,2017-04,1602.69,5,4.2
home_construction,2017-05,1620.5,5,3.2
home_construction,2017-06,1992.3,4,4.0
home_construction,2017-07,93.6,1,5.0
home_construction,2017-08,124.8,1,5.0
home_construction,2017-09,922.11,8,4.375
home_construction,2017-10,3776.97,14,4.0
home_construction,2017-11,4616.22,31,4.0
home_construction,2017-12,5771.25,26,3.885
home_construction,2018-01,5947.68,27,3.815
home_construction,2018-02,5225.9,31,3.903
home_construction,2018-03,5228.56,32,3.875
home_construction,2018-04,9204.65,58,3.845
home_construction,2018-05,10845.25,59,4.017
home_construction,2018-06,8884.74,58,4.414
home_construction,2018-07,6540.8,54,4.426
home_construction,2018-08,5766.21,40,4.05
housewares,2016-10,1287.07,9,3.333
housewares,2017-01,2827.58,21,4.333
housewares,2017-02,11338.14,60,4.083
housewares,2017-03,12717.56,168,4.217
housewares,2017-04,12389.28,133,4.12
housewares,2017-05,21259.91,256,4.246
housewares,2017-06,22912.41,277,4.253
housewares,2017-07,20096.42,217,4.318
housewares,2017-08,23579.75,240,4.208
housewares,2017-09,19566.79,213,4.329
housewares,2017-10,16301.47,185,4.184
housewares,2017-11,33688.7,337,4.095
housewares,2017-12,24545.66,237,4.008
housewares,2018-01,37302.96,312,4.141
housewares,2018-02,34512.49,330,4.005
housewares,2018-03,35115.77,317,3.874
housewares,2018-04,43895.59,406,4.172
housewares,2018-05,62455.5,484,4.306
housewares,2018-06,56368.46,458,4.223
housewares,2018-07,64153.47,455,4.378
housewares,2018-08,58549.77,542,4.387
industry_commerce_and_business,2016-10,359.6,3,4.333
industry_commerce_and_business,2017-02,119.0,1,5.0
industry_commerce_and_business,2017-03,238.0,2,4.0
industry_commerce_and_business,2017-05,519.8,2,3.0
industry_commerce_and_business,2017-06,276.97,2,4.5
industry_commerce_and_business,2017-07,245.96,2,5.0
industry_commerce_and_business,2017-08,956.9,3,4.0
industry_commerce_and_business,2017-09,219.98,2,5.0
industry_commerce_and_business,2017-10,2256.69,5,4.8
industry_commerce_and_business,2017-11,1994.87,6,4.167
industry_commerce_and_business,2017-12,1828.5,9,3.778
industry_commerce_and_business,2018-01,2681.1,15,4.6
industry_commerce_and_business,2018-02,4619.59,28,4.143
industry_commerce_and_business,2018-03,2774.45,24,3.875
industry_commerce_and_business,2018-04,5820.61,47,4.319
industry_commerce_and_business,2018-05,3780.99,34,4.265
industry_commerce_and_business,2018-06,2182.9,19,4.421
industry_commerce_and_business,2018-07,4697.21,13,4.231
industry_commerce_and_business,2018-08,2364.69,9,4.0
kitchen_dining_laundry_garden_furniture,2017-01,110.0,1,5.0
kitchen_dining_laundry_garden_furniture,2017-02,139.9,2,4.0
kitchen_dining_laundry_garden_furniture,2017-03,113.98,3,4.0
kitchen_dining_laundry_garden_furniture,2017-04,1033.4,8,4.125
kitchen_dining_laundry_garden_furniture,2017-05,1304.48,9,4.111
kitchen_dining_laundry_garden_furniture,2017-06,374.8,4,4.75
kitchen_dining_laundry_garden_furniture,2017-07,1316.5,9,4.333
kitchen_dining_laundry_garden_furniture,2017-08,1006.2,7,3.857
kitchen_dining_laundry_garden_furniture,2017-09,409.6,4,4.75
kitchen_dining_laundry_garden_furniture,2017-10,3239.6,13,3.538
kitchen_dining_laundry_garden_furniture,2017-11,5007.39,28,4.036
kitchen_dining_laundry_garden_furniture,2017-12,4277.3,16,4.0
kitchen_dining_laundry_garden_furniture,2018-01,4838.5,20,4.45
kitchen_dining_laundry_garden_furniture,2018-02,4556.26,15,4.0
kitchen_dining_laundry_garden_furniture,2018-03,2842.66,12,3.917
kitchen_dining_laundry_garden_furniture,2018-04,2864.78,15,4.4
kitchen_dining_laundry_garden_furniture,2018-05,2310.09,10,3.7
kitchen_dining_laundry_garden_furniture,2018-06,3448.53,20,3.35
kitchen_dining_laundry_garden_furniture,2018-07,3736.95,20,4.85
kitchen_dining_laundry_garden_furniture,2018-08,2182.87,19,4.421
la_cuisine,2017-05,193.0,1,5.0
la_cuisine,2017-07,469.99,4,5.0
la_cuisine,2017-08,313.0,2,5.0
la_cuisine,2017-10,137.0,1,5.0
la_cuisine,2018-01,112.0,1,5.0
la_cuisine,2018-03,389.0,1,4.0
la_cuisine,2018-04,280.0,1,1.0
luggage_accessories,2017-01,492.5,4,4.75
luggage_accessories,2017-02,1659.19,19,4.526
luggage_accessories,2017-03,5924.01,35,4.6
luggage_accessories,2017-04,6950.4,45,4.422
luggage_accessories,2017-05,12429.72,63,4.365
luggage_accessories,2017-06,7967.86,58,4.483
luggage_accessories,2017-07,8410.8,71,4.394
luggage_accessories,2017-08,6629.0,56,4.464
luggage_accessories,2017-09,3885.38,41,4.561
luggage_accessories,2017-10,6285.34,52,4.481
luggage_accessories,2017-11,8301.15,63,4.302
luggage_accessories,2017-12,5969.21,44,4.386
luggage_accessories,2018-01,18546.32,121,4.215
luggage_accessories,2018-02,6173.56,42,3.643
luggage_accessories,2018-03,5796.78,50,4.42
luggage_accessories,2018-04,8291.58,51,4.549
luggage_accessories,2018-05,6634.46,44,4.25
luggage_accessories,2018-06,5109.88,36,4.472
luggage_accessories,2018-07,5821.72,53,4.358
luggage_accessories,2018-08,6242.59,59,4.441
market_place,2016-10,915.29,5,5.0
market_place,2017-01,414.14,5,4.2
market_place,2017-02,1574.22,17,4.118
market_place,2017-03,1808.59,17,4.412
market_place,2017-04,4045.28,19,3.895
market_place,2017-05,2424.98,20,4.45
market_place,2017-06,1258.95,15,3.933
market_place,2017-07,1623.28,13,3.692
market_place,2017-08,1937.39,22,4.136
market_place,2017-09,1147.21,11,3.818
market_place,2017-10,986.55,9,3.778
market_place,2017-11,1355.98,11,4.455
market_place,2017-12,679.86,11,4.364
market_place,2018-01,460.79,9,4.444
market_place,2018-02,1732.99,18,4.056
market_place,2018-03,1468.84,15,3.533
market_place,2018-04,627.23,15,4.6
market_place,2018-05,892.45,12,3.833
market_place,2018-06,556.46,7,3.857
market_place,2018-07,186.78,4,4.75
market_place,2018-08,949.27,8,3.75
music,2017-01,19.8,2,5.0
music,2017-03,27.99,1,5.0
music,2017-04,59.8,2,5.0
music,2017-06,1066.9,4,3.25
music,2017-07,329.0,1,3.0
music,2017-10,54.9,1,5.0
music,2018-01,24.97,1,5.0
music,2018-02,244.97,2,4.0
music,2018-03,299.0,1,5.0
music,2018-04,1696.86,5,4.0
music,2018-05,676.1,4,4.5
music,2018-06,109.08,3,4.333
music,2018-07,849.3,3,5.0
music,2018-08,497.81,6,4.667
musical_instruments,2017-01,339.74,1,4.0
musical_instruments,2017-02,2291.08,8,4.5
musical_instruments,2017-03,1765.32,9,2.889
musical_instruments,2017-04,3818.43,16,3.813
musical_instruments,2017-05,9639.44,18,4.389
musical_instruments,2017-06,4993.05,17,3.765
musical_instruments,2017-07,7202.69,25,4.24
musical_instruments,2017-08,7017.55,22,4.364
musical_instruments,2017-09,8467.5,21,4.429
musical_instruments,2017-10,6329.26,19,4.263
musical_instruments,2017-11,15776.89,41,4.073
musical_instruments,2017-12,8408.88,39,3.949
musical_instruments,2018-01,15278.48,49,4.286
musical_instruments,2018-02,9015.73,39,4.077
musical_instruments,2018-03,8931.4,49,4.184
musical_instruments,2018-04,19375.31,57,4.404
musical_instruments,2018-05,18680.18,57,4.351
musical_instruments,2018-06,16110.02,45,4.444
musical_instruments,2018-07,7872.99,31,4.419
musical_instruments,2018-08,10519.34,39,4.436
office_furniture,2016-10,1123.91,5,1.6
office_furniture,2017-01,1158.35,6,2.667
office_furniture,2017-02,10845.98,52,3.596
office_furniture,2017-03,10193.88,57,3.509
office_furniture,2017-04,9411.3,48,3.875
office_furniture,2017-05,8403.43,42,3.833
office_furniture,2017-06,7279.13,45,3.889
office_furniture,2017-07,16952.41,97,4.015
office_furniture,2017-08,9888.16,46,3.891
office_furniture,2017-09,9118.67,36,3.958
office_furniture,2017-10,17222.93,67,3.448
office_furniture,2017-11,17919.2,75,3.093
office_furniture,2017-12,6334.47,37,3.459
office_furniture,2018-01,19088.41,102,3.402
office_furniture,2018-02,17090.91,68,3.25
office_furniture,2018-03,30715.57,148,3.52
office_furniture,2018-04,20300.55,83,3.729
office_furniture,2018-05,20655.97,81,4.012
office_furniture,2018-06,12125.58,59,3.915
office_furniture,2018-07,12905.31,60,3.733
office_furniture,2018-08,6758.87,24,4.25
party_supplies,2017-07,69.9,1,5.0
party_supplies,2017-09,269.8,1,1.0
party_supplies,2017-10,137.8,2,4.5
party_supplies,2017-11,850.7,3,4.667
party_supplies,2017-12,515.2,2,5.0
party_supplies,2018-01,135.8,2,3.5
party_supplies,2018-03,913.9,5,3.6
party_supplies,2018-04,43.8,1,1.0
party_supplies,2018-05,100.7,3,3.667
party_supplies,2018-06,84.8,2,5.0
party_supplies,2018-07,57.5,2,4.5
party_supplies,2018-08,1205.39,13,4.308
perfumery,2016-10,4829.1,26,4.538
perfumery,2017-01,5012.7,28,4.786
perfumery,2017-02,8040.38,47,4.319
perfumery,2017-03,19229.24,101,4.228
perfumery,2017-04,19436.51,97,4.134
perfumery,2017-05,19733.16,130,4.215
perfumery,2017-06,23954.32,140,4.236
perfumery,2017-07,12793.38,115,4.278
perfumery,2017-08,13014.7,116,4.422
perfumery,2017-09,14051.3,135,4.237
perfumery,2017-10,16877.82,175,4.343
perfumery,2017-11,31712.12,287,4.073
perfumery,2017-12,26541.04,224,4.25
perfumery,2018-01,19647.37,206,4.078
perfumery,2018-02,20219.11,192,4.201
perfumery,2018-03,20124.54,178,4.0
perfumery,2018-04,17606.31,158,4.291
perfumery,2018-05,24645.5,179,4.335
perfumery,2018-06,26476.44,162,4.42
perfumery,2018-07,20222.27,165,4.655
perfumery,2018-08,24769.45,202,4.376
pet_shop,2016-10,689.68,4,4.25
pet_shop,2017-01,799.12,12,4.333
pet_shop,2017-02,3516.07,35,4.429
pet_shop,2017-03,8240.06,40,4.5
pet_shop,2017-04,6062.89,45,4.111
pet_shop,2017-05,8112.03,65,4.492
pet_shop,2017-06,5012.17,59,4.458
pet_shop,2017-07,6421.07,68,4.074
pet_shop,2017-08,10303.19,73,4.397
pet_shop,2017-09,8534.92,62,4.323
pet_shop,2017-10,8243.58,64,4.109
pet_shop,2017-11,11167.79,82,4.293
pet_shop,2017-12,7076.73,68,4.294
pet_shop,2018-01,10616.17,75,4.16
pet_shop,2018-02,9099.24,85,4.118
pet_shop,2018-03,13448.31,107,3.813
pet_shop,2018-04,18245.04,149,4.235
pet_shop,2018-05,11625.57,125,4.328
pet_shop,2018-06,19574.07,151,4.444
pet_shop,2018-07,19283.95,137,4.409
pet_shop,2018-08,24578.17,165,4.412
security_and_services,2017-01,183.29,1,4.0
security_and_services,2017-09,100.0,1,1.0
signaling_and_security,2017-03,75.0,1,1.0
signaling_and_security,2017-04,128.06,3,4.667
signaling_and_security,2017-05,508.85,3,4.667
signaling_and_security,2017-06,134.0,1,4.0
signaling_and_security,2017-07,475.91,4,4.75
signaling_and_security,2017-08,377.8,4,4.25
signaling_and_security,2017-09,438.4,5,4.4
signaling_and_security,2017-10,628.0,6,4.167
signaling_and_security,2017-11,596.79,3,1.0
signaling_and_security,2017-12,770.0,2,5.0
signaling_and_security,2018-01,1048.79,7,4.0
signaling_and_security,2018-02,715.79,10,4.0
signaling_and_security,2018-03,921.9,7,3.857
signaling_and_security,2018-04,2222.3,22,4.091
signaling_and_security,2018-05,763.4,6,3.833
signaling_and_security,2018-06,5863.18,18,4.111
signaling_and_security,2018-07,3785.19,19,4.211
signaling_and_security,2018-08,1825.59,16,4.563
small_appliances,2017-01,1660.79,6,4.667
small_appliances,2017-02,7251.58,25,4.64
small_appliances,2017-03,10272.06,30,4.7
small_appliances,2017-04,22945.98,19,3.842
small_appliances,2017-05,5241.44,16,4.625
small_appliances,2017-06,9698.81,23,3.783
small_appliances,2017-07,3587.23,30,3.933
small_appliances,2017-08,4297.01,32,4.438
small_appliances,2017-09,10030.74,29,4.414
small_appliances,2017-10,6076.85,28,4.393
small_appliances,2017-11,6801.82,27,4.148
small_appliances,2017-12,7539.77,26,4.077
small_appliances,2018-01,14261.81,50,4.4
small_appliances,2018-02,5245.16,30,4.167
small_appliances,2018-03,13618.28,32,4.094
small_appliances,2018-04,12010.78,59,4.508
small_appliances,2018-05,10365.99,38,4.053
small_appliances,2018-06,15278.23,42,4.048
small_appliances,2018-07,7616.35,34,4.471
small_appliances,2018-08,6168.06,23,4.043
small_appliances_home_oven_and_coffee,2017-06,71.9,1,5.0
small_appliances_home_oven_and_coffee,2017-08,21.9,1,3.0
small_appliances_home_oven_and_coffee,2017-09,640.99,1,1.0
small_appliances_home_oven_and_coffee,2018-01,369.99,1,5.0
small_appliances_home_oven_and_coffee,2018-02,3024.9,5,3.6
small_appliances_home_oven_and_coffee,2018-03,7890.9,7,4.857
small_appliances_home_oven_and_coffee,2018-04,13211.99,13,4.538
small_appliances_home_oven_and_coffee,2018-05,10161.6,9,4.222
small_appliances_home_oven_and_coffee,2018-06,3499.0,3,5.0
small_appliances_home_oven_and_coffee,2018-07,4699.67,14,4.857
small_appliances_home_oven_and_coffee,2018-08,2996.72,17,4.294
sports_leisure,2016-10,2012.15,17,4.294
sports_leisure,2017-01,9099.14,56,4.304
sports_leisure,2017-02,15629.98,134,4.246
sports_leisure,2017-03,25492.99,163,4.282
sports_leisure,2017-04,22888.23,182,4.236
sports_leisure,2017-05,34267.86,251,4.275
sports_leisure,2017-06,32048.03,244,4.459
sports_leisure,2017-07,35873.6,324,4.367
sports_leisure,2017-08,40836.85,373,4.422
sports_leisure,2017-09,48800.39,404,4.365
sports_leisure,2017-10,48314.49,413,4.283
sports_leisure,2017-11,62070.45,535,4.249
sports_leisure,2017-12,56672.09,424,4.186
sports_leisure,2018-01,84742.47,563,4.062
sports_leisure,2018-02,73483.05,568,3.901
sports_leisure,2018-03,80624.97,636,3.849
sports_leisure,2018-04,65589.65,515,4.301
sports_leisure,2018-05,59153.33,442,4.312
sports_leisure,2018-06,44754.27,368,4.429
sports_leisure,2018-07,54195.76,405,4.393
sports_leisure,2018-08,50667.06,428,4.428
stationery,2017-01,1561.99,7,4.571
stationery,2017-02,2341.4,19,4.526
stationery,2017-03,5742.72,55,4.564
stationery,2017-04,4551.44,35,4.457
stationery,2017-05,5530.28,59,4.39
stationery,2017-06,3493.57,37,4.351
stationery,2017-07,6855.73,71,4.232
stationery,2017-08,6355.91,74,4.527
stationery,2017-09,5851.52,69,4.188
stationery,2017-10,7369.5,83,4.157
stationery,2017-11,16327.19,148,4.324
stationery,2017-12,24708.0,227,4.106
stationery,2018-01,38799.55,360,4.311
stationery,2018-02,10090.53,131,3.985
stationery,2018-03,13147.54,145,3.848
stationery,2018-04,11099.52,124,4.419
stationery,2018-05,12982.4,121,4.455
stationery,2018-06,12920.28,142,4.5
stationery,2018-07,16914.96,165,4.43
stationery,2018-08,15556.58,157,4.573
tablets_printing_image,2017-02,792.0,8,4.25
tablets_printing_image,2017-03,495.0,5,3.2
tablets_printing_image,2017-04,1112.88,9,4.0
tablets_printing_image,2017-05,784.9,5,4.8
tablets_printing_image,2017-06,594.0,6,5.0
tablets_printing_image,2017-07,198.0,2,3.5
tablets_printing_image,2017-08,509.79,6,4.167
tablets_printing_image,2017-09,233.9,3,3.667
tablets_printing_image,2017-10,99.0,1,4.0
tablets_printing_image,2017-11,350.4,6,4.0
tablets_printing_image,2017-12,419.4,6,4.667
tablets_printing_image,2018-01,106.9,2,4.0
tablets_printing_image,2018-02,694.97,12,3.75
tablets_printing_image,2018-03,259.29,2,4.5
tablets_printing_image,2018-04,52.0,1,5.0
tablets_printing_image,2018-05,49.9,1,5.0
tablets_printing_image,2018-06,50.0,1,4.0
telephony,2016-10,228.29,7,4.0
telephony,2017-01,755.94,17,4.294
telephony,2017-02,6655.35,94,4.202
telephony,2017-03,7877.12,153,3.922
telephony,2017-04,7092.43,137,4.226
telephony,2017-05,8945.38,195,3.949
telephony,2017-06,6596.73,148,4.169
telephony,2017-07,9147.87,135,4.237
telephony,2017-08,10553.31,127,4.126
telephony,2017-09,18046.07,158,4.399
telephony,2017-10,20710.3,218,4.202
telephony,2017-11,26186.13,340,3.876
telephony,2017-12,12658.47,234,4.132
telephony,2018-01,14665.61,340,4.0
telephony,2018-02,13595.55,325,3.942
telephony,2018-03,23759.45,316,3.614
telephony,2018-04,17389.96,242,4.008
telephony,2018-05,18585.7,236,4.271
telephony,2018-06,22460.76,200,4.27
telephony,2018-07,26427.69,200,4.06
telephony,2018-08,36518.02,238,4.113
toys,2016-10,3606.52,21,4.048
toys,2017-01,4568.19,41,4.415
toys,2017-02,9238.64,60,4.333
toys,2017-03,12339.57,99,4.394
toys,2017-04,12633.63,100,4.26
toys,2017-05,21809.49,189,4.529
toys,2017-06,15288.65,149,4.339
toys,2017-07,23386.36,192,4.505
toys,2017-08,17397.05,164,4.439
toys,2017-09,29246.83,258,4.306
toys,2017-10,32990.54,269,4.297
toys,2017-11,61678.79,435,4.128
toys,2017-12,54046.89,406,3.99
toys,2018-01,21427.12,152,4.105
toys,2018-02,14053.55,128,4.004
toys,2018-03,22727.15,213,3.784
toys,2018-04,23039.51,190,4.274
toys,2018-05,31616.32,210,4.39
toys,2018-06,21102.95,175,4.486
toys,2018-07,16907.15,145,4.379
toys,2018-08,16364.03,143,4.266
watches_gifts,2016-10,2711.07,4,4.75
watches_gifts,2017-01,8086.52,11,4.0
watches_gifts,2017-02,10992.39,32,4.406
watches_gifts,2017-03,24810.38,72,4.319
watches_gifts,2017-04,23336.09,88,4.102
watches_gifts,2017-05,36074.47,119,4.408
watches_gifts,2017-06,27157.74,110,4.227
watches_gifts,2017-07,33458.44,148,4.182
watches_gifts,2017-08,36200.85,194,4.418
watches_gifts,2017-09,44652.88,247,4.332
watches_gifts,2017-10,64635.63,280,4.15
